Order Date,Order Quantity,Sales ID,Sales,Product Name,Product Sub-Category,Product Category,Discount,Unit Price,Product Base Margin,Profit,Product ID,Advertising Expenditure,Sales Representative,Product Review Rating,Customer ID,Customer Name,Customer Segment,Email ID,Address,Region,Region ID
12/23/2010,25,128,11137.252499999999,Canon PC940 Copier,Copiers and Fax,Technology,0.01,449.99,0.38,4162.407499999998,TE_06,67.49849999999999,1,2,TB-21520,Tracy Blumstein,Corporate,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
11/8/2010,28,129,362.3424,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,Office Supplies,0.04,13.48,0.59,207.59199999999998,OF_18,0.674,2,5,TB-21520,Tracy Blumstein,Consumer,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
10/21/2012,49,130,274.0864,Col-Erase® Pencils with Erasers,Pens & Art Supplies,Office Supplies,0.08,6.08,0.56,143.00160000000002,OF_19,0.30400000000000005,1,5,TB-21520,Tracy Blumstein,Small Business,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
1/1/2011,10,131,59.202000000000005,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Computer Peripherals,Technology,0.01,5.98,0.75,44.252,TE_07,0.897,2,1,TB-21520,Tracy Blumstein,Home Office,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
1/1/2011,21,132,809.1426,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,Office Supplies,0.06,40.99,0.36,258.23699999999997,OF_20,2.0495,1,4,TB-21520,Tracy Blumstein,Home Office,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
10/10/2011,39,133,276.53729999999996,Self-Adhesive Address Labels for Typewriters by Universal,Labels,Office Supplies,0.03,7.31,0.38,99.78149999999997,OF_21,0.3655,1,4,TB-21520,Tracy Blumstein,Corporate,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
10/10/2011,24,134,498.72239999999994,Accessory37,Telephones and Communication,Technology,0.01,20.99,0.81,403.008,TE_08,3.1485,1,4,TB-21520,Tracy Blumstein,Corporate,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
9/23/2010,27,135,1017.4464,Fuji 5.2GB DVD-RAM,Computer Peripherals,Technology,0.08,40.96,0.55,519.7824,TE_09,6.144,2,2,MA-17560,Matt Abelman,Corporate,matt_abelman@example.com,"Houston, Texas",Central,3
7/19/2011,39,136,3480.1065,Bevis Steel Folding Chairs,Chairs & Chairmats,Furniture,0.07,95.95,0.57,1871.0249999999996,FU_05,9.595,4,4,GH-14485,Gene Hale,Corporate,gene_hale@example.com,"Richardson, Texas",Central,3
10/9/2009,47,137,182.83,Avery Binder Labels,Binders and Binder Accessories,Office Supplies,0.0,3.89,0.37,67.64710000000002,OF_22,0.1945,2,4,GH-14485,Gene Hale,Corporate,gene_hale@example.com,"Richardson, Texas",Central,3
10/9/2009,49,138,5394.4982,Hon Every-Day® Chair Series Swivel Task Chairs,Chairs & Chairmats,Furniture,0.09,120.98,0.64,3260.411,FU_06,12.098,4,3,SN-20710,Steve Nguyen,Corporate,steve_nguyen@example.com,"Houston, Texas",Central,3
10/9/2009,18,139,501.87600000000003,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Paper,Office Supplies,0.1,30.98,0.4,167.29200000000003,OF_23,1.5490000000000002,1,5,SN-20710,Steve Nguyen,Corporate,steve_nguyen@example.com,"Houston, Texas",Central,3
12/9/2010,30,140,13676.754,Global Troy Executive Leather Low-Back Tilter,Chairs & Chairmats,Furniture,0.09,500.98,0.6,7664.994,FU_07,50.098000000000006,3,1,SN-20710,Steve Nguyen,Consumer,steve_nguyen@example.com,"Houston, Texas",Central,3
10/8/2012,5,141,36.848,XtraLife® ClearVue Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,Office Supplies,0.06,7.84,0.35,11.367999999999999,OF_24,0.392,1,5,SN-20710,Steve Nguyen,Small Business,steve_nguyen@example.com,"Houston, Texas",Central,3
5/2/2012,21,142,398.37,Computer Printout Paper with Letter-Trim Perforations,Paper,Office Supplies,0.0,18.97,0.37,147.39690000000004,OF_25,0.9485,1,4,LC-16930,Linda Cazamias,Small Business,linda_cazamias@example.com,"Naperville, Illinois",Central,3
3/8/2010,8,143,927.92,6160,Telephones and Communication,Technology,0.0,115.99,0.57,528.9143999999999,TE_10,17.3985,3,3,RA-19885,Ruben Ausman,Corporate,ruben_ausman@example.com,"Los Angeles, California",West,2
5/28/2011,5,144,14.256,Avery 49,Labels,Office Supplies,0.01,2.88,0.36,5.040000000000001,OF_26,0.144,2,5,ES-14080,Erin Smith,Corporate,erin_smith@example.com,"Melbourne, Florida",South,1
9/19/2010,9,145,37.9008,Hoover Portapower Portable Vacuum,Appliances,Office Supplies,0.06,4.48,0.6,21.772799999999993,OF_27,0.22400000000000003,2,2,ON-18715,Odella Nelson,Corporate,odella_nelson@example.com,"Eagan, Minnesota",Central,3
8/31/2011,11,146,1330.4543999999999,Timeport L7089,Telephones and Communication,Technology,0.04,125.99,0.58,748.3805999999998,TE_11,18.8985,1,4,ON-18715,Odella Nelson,Home Office,odella_nelson@example.com,"Eagan, Minnesota",Central,3
8/31/2011,50,147,181.875,Avery 510,Labels,Office Supplies,0.03,3.75,0.37,63.750000000000014,OF_28,0.1875,1,4,PO-18865,Patrick O'Donnell,Home Office,patrick_o'donnell@example.com,"Westland, Michigan",Central,3
8/31/2011,3,148,34.261199999999995,Xerox 1881,Paper,Office Supplies,0.07,12.28,0.38,11.420399999999994,OF_29,0.614,1,4,LH-16900,Lena Hernandez,Home Office,lena_hernandez@example.com,"Dover, Delaware",East,4
8/31/2011,30,149,4632.903,LX 788,Telephones and Communication,Technology,0.01,155.99,0.58,2667.429,TE_04,23.398500000000002,3,1,LH-16900,Lena Hernandez,Home Office,lena_hernandez@example.com,"Dover, Delaware",East,4
7/8/2011,7,150,54.747,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Binders and Binder Accessories,Office Supplies,0.1,8.69,0.39,17.640700000000002,OF_03,0.4345,1,5,DP-13000,Darren Powers,Home Office,darren_powers@example.com,"New Albany, Indiana",Central,3
1/30/2009,42,151,1201.284,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,Technology,0.1,31.78,0.42,427.1232,TE_12,4.767,2,3,DP-13000,Darren Powers,Corporate,darren_powers@example.com,"New Albany, Indiana",Central,3
1/8/2012,11,152,43.3422,Unpadded Memo Slips,Paper,Office Supplies,0.01,3.98,0.35,14.885199999999998,OF_30,0.199,2,5,DP-13000,Darren Powers,Corporate,darren_powers@example.com,"New Albany, Indiana",Central,3
11/7/2010,22,153,122.89199999999998,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Paper,Office Supplies,0.05,5.88,0.36,40.10159999999999,OF_31,0.294,2,3,DP-13000,Darren Powers,Corporate,darren_powers@example.com,"New Albany, Indiana",Central,3
4/29/2010,12,154,105.37800000000001,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,Furniture,0.09,9.65,0.55,53.26800000000002,FU_08,0.9650000000000001,2,1,JM-15265,Janet Molinari,Corporate,janet_molinari@example.com,"New York City, New York",East,4
12/31/2011,8,155,63.92,Bell Sonecor JB700 Caller ID,Telephones and Communication,Technology,0.0,7.99,0.6,38.352000000000004,TE_13,1.1985,3,4,JM-15265,Janet Molinari,Home Office,janet_molinari@example.com,"New York City, New York",East,4
8/12/2009,7,156,366.03,Avery Arch Ring Binders,Binders and Binder Accessories,Office Supplies,0.1,58.1,0.38,113.87599999999998,OF_32,2.9050000000000002,2,4,TB-21055,Ted Butterfield,Corporate,ted_butterfield@example.com,"Troy, New York",East,4
8/12/2009,3,157,239.0256,APC 7 Outlet Network SurgeArrest Surge Protector,Appliances,Office Supplies,0.01,80.48,0.55,130.3776,OF_33,4.024,2,5,TB-21055,Ted Butterfield,Corporate,ted_butterfield@example.com,"Troy, New York",East,4
11/12/2011,44,158,3733.4704,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Office Furnishings,Furniture,0.08,92.23,0.67,2394.2908,FU_09,9.223,4,5,TB-21055,Ted Butterfield,Home Office,ted_butterfield@example.com,"Troy, New York",East,4
11/12/2011,25,159,1999.2675,Accessory4,Telephones and Communication,Technology,0.07,85.99,0.85,1676.8049999999998,TE_14,12.898499999999999,2,4,TB-21055,Ted Butterfield,Home Office,ted_butterfield@example.com,"Troy, New York",East,4
1/20/2012,19,160,202.8516,Personal Creations Ink Jet Cards and Labels,Paper,Office Supplies,0.07,11.48,0.36,63.25479999999996,OF_34,0.5740000000000001,1,3,TB-21055,Ted Butterfield,Home Office,ted_butterfield@example.com,"Troy, New York",East,4
3/20/2009,6,161,9432.172799999998,High Speed Automatic Electric Letter Opener,"Scissors, Rulers and Trimmers",Office Supplies,0.04,1637.53,0.81,7565.388599999998,OF_35,81.87650000000001,1,4,TB-21055,Ted Butterfield,Corporate,ted_butterfield@example.com,"Troy, New York",East,4
7/21/2012,40,162,248.83200000000002,Xerox 1966,Paper,Office Supplies,0.04,6.48,0.36,82.94399999999999,OF_36,0.32400000000000007,2,5,TB-21055,Ted Butterfield,Corporate,ted_butterfield@example.com,"Troy, New York",East,4
7/21/2012,18,163,111.9744,Xerox 213,Paper,Office Supplies,0.04,6.48,0.37,38.49119999999999,OF_37,0.32400000000000007,2,3,KM-16720,Kunst Miller,Corporate,kunst_miller@example.com,"Los Angeles, California",West,2
6/12/2012,11,164,287.9745,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Pens & Art Supplies,Office Supplies,0.07,28.15,0.57,154.82499999999996,OF_38,1.4075,1,3,KM-16720,Kunst Miller,Corporate,kunst_miller@example.com,"Los Angeles, California",West,2
1/15/2009,41,165,202.1382,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,Office Supplies,0.01,4.98,0.36,71.463,OF_39,0.24900000000000003,1,4,KM-16720,Kunst Miller,Home Office,kunst_miller@example.com,"Los Angeles, California",West,2
1/15/2009,47,166,286.51199999999994,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,Office Supplies,0.04,6.35,0.39,104.45749999999995,OF_40,0.3175,2,4,KM-16720,Kunst Miller,Home Office,kunst_miller@example.com,"Los Angeles, California",West,2
6/4/2010,40,167,401.12,Crate-A-Files,Storage & Organization,Office Supplies,0.08,10.9,0.59,222.35999999999999,OF_41,0.545,1,4,PS-18970,Paul Stevenson,Consumer,paul_stevenson@example.com,"Chicago, Illinois",Central,3
2/18/2010,18,168,124.83,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,Office Supplies,0.05,7.3,0.38,43.36200000000001,OF_05,0.365,1,4,BS-11590,Brendan Sweed,Consumer,brendan_sweed@example.com,"Gilbert, Arizona",West,2
11/16/2011,32,169,1263.36,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,Technology,0.0,39.48,0.54,682.2144,TE_15,5.922,1,1,BS-11590,Brendan Sweed,Corporate,brendan_sweed@example.com,"Gilbert, Arizona",West,2
11/16/2011,5,170,459.459,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,Furniture,0.09,100.98,0.78,348.38100000000003,FU_10,10.098,2,4,KD-16270,Karen Daniels,Corporate,karen_daniels@example.com,"Springfield, Virginia",South,1
11/16/2011,41,171,786.4128000000001,12-1/2 Diameter Round Wall Clock,Office Furnishings,Furniture,0.04,19.98,0.49,368.6310000000001,FU_11,1.9980000000000002,3,4,HM-14980,Henry MacAllister,Corporate,henry_macallister@example.com,"New York City, New York",East,4
8/7/2011,22,172,5954.871999999999,SAFCO Arco Folding Chair,Chairs & Chairmats,Furniture,0.02,276.2,,,FU_12,27.62,4,2,TB-21520,Tracy Blumstein,Corporate,tracy_blumstein@example.com,"Jackson, Michigan",Central,3
6/8/2010,50,173,744.325,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,Office Supplies,0.05,15.67,0.38,258.555,OF_42,0.7835000000000001,2,4,JE-15745,Joel Eaton,Corporate,joel_eaton@example.com,"Memphis, Tennessee",South,1
10/17/2009,37,174,932.4222000000001,3M Office Air Cleaner,Appliances,Office Supplies,0.03,25.98,0.5,451.7922000000001,OF_43,1.2990000000000002,1,5,JE-15745,Joel Eaton,Consumer,joel_eaton@example.com,"Memphis, Tennessee",South,1
8/28/2011,4,175,1155.7632,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,Furniture,0.04,300.98,0.56,626.0384000000001,FU_13,30.098000000000003,2,2,JE-15745,Joel Eaton,Corporate,joel_eaton@example.com,"Memphis, Tennessee",South,1
9/29/2011,19,176,353.04659999999996,Xerox 1936,Paper,Office Supplies,0.07,19.98,0.38,117.68219999999994,OF_44,0.9990000000000001,1,4,KB-16600,Ken Brennan,Small Business,ken_brennan@example.com,"Houston, Texas",Central,3
9/29/2011,24,177,139.96800000000002,Xerox 214,Paper,Office Supplies,0.1,6.48,0.37,41.990399999999994,OF_45,0.32400000000000007,1,3,KB-16600,Ken Brennan,Small Business,ken_brennan@example.com,"Houston, Texas",Central,3
5/4/2012,40,178,3239.2000000000003,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,Office Supplies,0.0,80.98,0.81,2623.7520000000004,OF_46,4.049,2,5,KB-16600,Ken Brennan,Small Business,ken_brennan@example.com,"Houston, Texas",Central,3
5/17/2011,5,179,8.648,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,Office Supplies,0.08,1.88,0.37,2.726,OF_47,0.094,1,5,JE-15745,Joel Eaton,Consumer,joel_eaton@example.com,"Houston, Texas",Central,3
5/17/2011,41,180,239.11200000000002,Xerox 1904,Paper,Office Supplies,0.1,6.48,0.36,69.07679999999999,OF_48,0.32400000000000007,2,3,SC-20770,Stewart Carmichael,Consumer,stewart_carmichael@example.com,"Decatur, Alabama",South,1
5/17/2011,35,181,3294.06,Luxo Professional Combination Clamp-On Lamps,Office Furnishings,Furniture,0.08,102.3,0.59,1826.0549999999998,FU_14,10.23,2,3,SC-20770,Stewart Carmichael,Consumer,stewart_carmichael@example.com,"Decatur, Alabama",South,1
5/17/2011,42,182,253.1088,Xerox 217,Paper,Office Supplies,0.07,6.48,0.37,81.64799999999997,OF_49,0.32400000000000007,2,3,DN-13690,Duane Noonan,Consumer,duane_noonan@example.com,"San Francisco, California",West,2
5/17/2011,46,183,86.0706,Revere Boxed Rubber Bands by Revere,Rubber Bands,Office Supplies,0.01,1.89,0.83,71.29079999999999,OF_50,0.0945,2,5,DN-13690,Duane Noonan,Consumer,duane_noonan@example.com,"San Francisco, California",West,2
11/17/2009,47,184,2799.696,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Appliances,Office Supplies,0.04,62.05,0.55,1487.3385,OF_51,3.1025,2,3,JC-16105,Julie Creighton,Corporate,julie_creighton@example.com,"Durham, North Carolina",South,1
10/10/2011,7,185,1878.1055999999999,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage & Organization,Office Supplies,0.04,279.48,0.8,1486.8336,OF_52,13.974000000000002,1,3,CS-12400,Christopher Schild,Corporate,christopher_schild@example.com,"Chicago, Illinois",Central,3
10/7/2012,36,186,11324.1744,Hon 4070 Series Pagoda Round Back Stacking Chairs,Chairs & Chairmats,Furniture,0.02,320.98,0.57,6355.403999999999,FU_15,32.098000000000006,2,4,PO-18865,Patrick O'Donnell,Home Office,patrick_o'donnell@example.com,"Columbia, South Carolina",South,1
10/7/2012,5,187,85.36500000000001,Xerox 1887,Paper,Office Supplies,0.1,18.97,0.37,25.60950000000002,OF_53,0.9485,2,5,PG-18895,Paul Gonzalez,Home Office,paul_gonzalez@example.com,"Rochester, Minnesota",Central,3
10/7/2012,32,188,1533.8175999999999,Xerox 1891,Paper,Office Supplies,0.02,48.91,0.38,563.4431999999999,OF_54,2.4455,2,4,PG-18895,Paul Gonzalez,Home Office,paul_gonzalez@example.com,"Rochester, Minnesota",Central,3
8/13/2011,44,189,168.9996,Avery 506,Labels,Office Supplies,0.07,4.13,0.39,58.15039999999999,OF_55,0.20650000000000002,1,5,GM-14455,Gary Mitchum,Corporate,gary_mitchum@example.com,"Houston, Texas",Central,3
8/16/2011,32,190,4511.36,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,Furniture,0.0,140.98,0.65,2932.384,FU_16,14.097999999999999,3,5,JS-15685,Jim Sink,Corporate,jim_sink@example.com,"Los Angeles, California",West,2
8/16/2011,44,191,9499.5648,"Lifetime Advantage Folding Chairs, 4/Carton",Chairs & Chairmats,Furniture,0.01,218.08,0.57,5373.4911999999995,FU_17,21.808000000000003,2,2,JS-15685,Jim Sink,Corporate,jim_sink@example.com,"Los Angeles, California",West,2
8/16/2011,34,192,1577.3211999999999,Microsoft Natural Multimedia Keyboard,Computer Peripherals,Technology,0.09,50.98,0.73,1109.3247999999999,TE_16,7.646999999999999,2,5,JS-15685,Jim Sink,Corporate,jim_sink@example.com,"Los Angeles, California",West,2
3/4/2009,1,193,9.5316,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Paper,Office Supplies,0.06,10.14,0.36,3.041999999999999,OF_56,0.507,2,4,KB-16315,Karl Braun,Small Business,karl_braun@example.com,"Minneapolis, Minnesota",Central,3
8/18/2009,50,194,791.505,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,Office Supplies,0.01,15.99,0.37,287.82,OF_15,0.7995000000000001,1,4,KB-16315,Karl Braun,Corporate,karl_braun@example.com,"Minneapolis, Minnesota",Central,3
11/16/2010,29,195,7525.1781,Bevis Boat-Shaped Conference Table,Tables,Furniture,0.01,262.11,0.75,5624.8806,FU_18,26.211000000000002,4,5,KB-16315,Karl Braun,Corporate,karl_braun@example.com,"Minneapolis, Minnesota",Central,3
5/27/2011,25,196,773.045,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,Furniture,0.09,33.98,0.55,390.77000000000004,FU_19,3.3979999999999997,4,3,RB-19705,Roger Barcio,Corporate,roger_barcio@example.com,"Portland, Oregon",West,2
5/27/2011,46,197,73.67360000000001,Newell 326,Pens & Art Supplies,Office Supplies,0.09,1.76,0.56,38.051200000000016,OF_57,0.08800000000000001,2,4,PN-18775,Parhena Norris,Corporate,parhena_norris@example.com,"New York City, New York",East,4
8/23/2010,15,198,297.6,Prismacolor Color Pencil Set,Pens & Art Supplies,Office Supplies,0.0,19.84,0.44,130.94400000000002,OF_58,0.992,1,3,KD-16345,Katherine Ducich,Corporate,katherine_ducich@example.com,"San Francisco, California",West,2
8/19/2011,20,199,379.61999999999995,Xerox Blank Computer Paper,Paper,Office Supplies,0.05,19.98,0.38,131.86799999999994,OF_59,0.9990000000000001,2,5,ER-13855,Elpida Rittenbach,Small Business,elpida_rittenbach@example.com,"Saint Paul, Minnesota",Central,3
1/3/2012,14,200,1290.1055999999999,600 Series Flip,Telephones and Communication,Technology,0.04,95.99,0.57,712.2457999999999,TE_17,14.398499999999999,3,1,RB-19465,Rick Bensley,Consumer,rick_bensley@example.com,"Chicago, Illinois",Central,3
11/29/2012,48,201,4796.496,Fellowes Recycled Storage Drawers,Storage & Organization,Office Supplies,0.1,111.03,0.78,3624.0192,OF_60,5.551500000000001,2,5,RB-19465,Rick Bensley,Small Business,rick_bensley@example.com,"Chicago, Illinois",Central,3
3/17/2012,8,202,329.91599999999994,Satellite Sectional Post Binders,Binders and Binder Accessories,Office Supplies,0.05,43.41,0.39,118.07519999999997,OF_61,2.1705,2,4,RB-19465,Rick Bensley,Corporate,rick_bensley@example.com,"Chicago, Illinois",Central,3
4/12/2010,15,203,1437.891,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Office Furnishings,Furniture,0.09,105.34,0.61,821.652,FU_20,10.534,4,4,GZ-14470,Gary Zandusky,Corporate,gary_zandusky@example.com,"Rochester, Minnesota",Central,3
8/24/2010,30,204,100.737,Avery 487,Labels,Office Supplies,0.09,3.69,0.38,32.102999999999994,OF_62,0.1845,1,4,LC-16870,Lena Cacioppo,Home Office,lena_cacioppo@example.com,"Aurora, Colorado",West,2
