Customer ID,Customer Name,Email ID,Customer Segment,Address
TB-21055,Ted Butterfield,ted_butterfield@example.com,Home Office,"Troy, New York"
TB-21055,Ted Butterfield,ted_butterfield@example.com,Home Office,"Troy, New York"
TB-21055,Ted Butterfield,ted_butterfield@example.com,Home Office,"Troy, New York"
TB-21055,Ted Butterfield,ted_butterfield@example.com,Corporate,"Troy, New York"
TB-21055,Ted Butterfield,ted_butterfield@example.com,Corporate,"Troy, New York"
KM-16720,Kunst Miller,kunst_miller@example.com,Corporate,"Los Angeles, California"
KM-16720,Kunst Miller,kunst_miller@example.com,Corporate,"Los Angeles, California"
KM-16720,Kunst Miller,kunst_miller@example.com,Home Office,"Los Angeles, California"
KM-16720,Kunst Miller,kunst_miller@example.com,Home Office,"Los Angeles, California"
PS-18970,Paul Stevenson,paul_stevenson@example.com,Consumer,"Chicago, Illinois"
BS-11590,Brendan Sweed,brendan_sweed@example.com,Consumer,"Gilbert, Arizona"
BS-11590,Brendan Sweed,brendan_sweed@example.com,Corporate,"Gilbert, Arizona"
KD-16270,Karen Daniels,karen_daniels@example.com,Corporate,"Springfield, Virginia"
HM-14980,Henry MacAllister,henry_macallister@example.com,Corporate,"New York City, New York"
TB-21520,Tracy Blumstein,tracy_blumstein@example.com,Corporate,"Jackson, Michigan"
JE-15745,Joel Eaton,joel_eaton@example.com,Corporate,"Memphis, Tennessee"
JE-15745,Joel Eaton,joel_eaton@example.com,Consumer,"Memphis, Tennessee"
JE-15745,Joel Eaton,joel_eaton@example.com,Corporate,"Memphis, Tennessee"
KB-16600,Ken Brennan,ken_brennan@example.com,Small Business,"Houston, Texas"
KB-16600,Ken Brennan,ken_brennan@example.com,Small Business,"Houston, Texas"
KB-16600,Ken Brennan,ken_brennan@example.com,Small Business,"Houston, Texas"
JE-15745,Joel Eaton,joel_eaton@example.com,Consumer,"Houston, Texas"
SC-20770,Stewart Carmichael,stewart_carmichael@example.com,Consumer,"Decatur, Alabama"
SC-20770,Stewart Carmichael,stewart_carmichael@example.com,Consumer,"Decatur, Alabama"
DN-13690,Duane Noonan,duane_noonan@example.com,Consumer,"San Francisco, California"
DN-13690,Duane Noonan,duane_noonan@example.com,Consumer,"San Francisco, California"
JC-16105,Julie Creighton,julie_creighton@example.com,Corporate,"Durham, North Carolina"
CS-12400,Christopher Schild,christopher_schild@example.com,Corporate,"Chicago, Illinois"
PO-18865,Patrick O'Donnell,patrick_o'donnell@example.com,Home Office,"Columbia, South Carolina"
PG-18895,Paul Gonzalez,paul_gonzalez@example.com,Home Office,"Rochester, Minnesota"
PG-18895,Paul Gonzalez,paul_gonzalez@example.com,Home Office,"Rochester, Minnesota"
GM-14455,Gary Mitchum,gary_mitchum@example.com,Corporate,"Houston, Texas"
JS-15685,Jim Sink,jim_sink@example.com,Corporate,"Los Angeles, California"
JS-15685,Jim Sink,jim_sink@example.com,Corporate,"Los Angeles, California"
JS-15685,Jim Sink,jim_sink@example.com,Corporate,"Los Angeles, California"
KB-16315,Karl Braun,karl_braun@example.com,Small Business,"Minneapolis, Minnesota"
KB-16315,Karl Braun,karl_braun@example.com,Corporate,"Minneapolis, Minnesota"
KB-16315,Karl Braun,karl_braun@example.com,Corporate,"Minneapolis, Minnesota"
RB-19705,Roger Barcio,roger_barcio@example.com,Corporate,"Portland, Oregon"
PN-18775,Parhena Norris,parhena_norris@example.com,Corporate,"New York City, New York"
KD-16345,Katherine Ducich,katherine_ducich@example.com,Corporate,"San Francisco, California"
ER-13855,Elpida Rittenbach,elpida_rittenbach@example.com,Small Business,"Saint Paul, Minnesota"
RB-19465,Rick Bensley,rick_bensley@example.com,Consumer,"Chicago, Illinois"
RB-19465,Rick Bensley,rick_bensley@example.com,Small Business,"Chicago, Illinois"
RB-19465,Rick Bensley,rick_bensley@example.com,Corporate,"Chicago, Illinois"
GZ-14470,Gary Zandusky,gary_zandusky@example.com,Corporate,"Rochester, Minnesota"
LC-16870,Lena Cacioppo,lena_cacioppo@example.com,Home Office,"Aurora, Colorado"
LC-16870,Lena Cacioppo,lena_cacioppo@example.com,Corporate,"Aurora, Colorado"
LC-16870,Lena Cacioppo,lena_cacioppo@example.com,Consumer,"Aurora, Colorado"
JM-15250,Janet Martin,janet_martin@example.com,Corporate,"Charlotte, North Carolina"
JM-15250,Janet Martin,janet_martin@example.com,Corporate,"Charlotte, North Carolina"
JM-15250,Janet Martin,janet_martin@example.com,Home Office,"Charlotte, North Carolina"
PA-19060,Pete Armstrong,pete_armstrong@example.com,Home Office,"Orland Park, Illinois"
CV-12805,Cynthia Voltz,cynthia_voltz@example.com,Corporate,"New York City, New York"
CL-12565,Clay Ludtke,clay_ludtke@example.com,Corporate,"Urbandale, Iowa"
CL-12565,Clay Ludtke,clay_ludtke@example.com,Corporate,"Urbandale, Iowa"
RC-19960,Ryan Crowe,ryan_crowe@example.com,Home Office,"Columbus, Ohio"
RC-19960,Ryan Crowe,ryan_crowe@example.com,Corporate,"Columbus, Ohio"
RC-19960,Ryan Crowe,ryan_crowe@example.com,Small Business,"Columbus, Ohio"
RC-19960,Ryan Crowe,ryan_crowe@example.com,Small Business,"Columbus, Ohio"
DK-13090,Dave Kipp,dave_kipp@example.com,Small Business,"Seattle, Washington"
GG-14650,Greg Guthrie,greg_guthrie@example.com,Small Business,"Bristol, Tennessee"
SC-20725,Steven Cartwright,steven_cartwright@example.com,Corporate,"Wilmington, Delaware"
SC-20725,Steven Cartwright,steven_cartwright@example.com,Corporate,"Wilmington, Delaware"
SC-20725,Steven Cartwright,steven_cartwright@example.com,Small Business,"Wilmington, Delaware"
SC-20725,Steven Cartwright,steven_cartwright@example.com,Small Business,"Wilmington, Delaware"
SC-20725,Steven Cartwright,steven_cartwright@example.com,Home Office,"Wilmington, Delaware"
AD-10180,Alan Dominguez,alan_dominguez@example.com,Corporate,"Houston, Texas"
PF-19165,Philip Fox,philip_fox@example.com,Small Business,"Bloomington, Illinois"
TS-21610,Troy Staebel,troy_staebel@example.com,Small Business,"Phoenix, Arizona"
TS-21610,Troy Staebel,troy_staebel@example.com,Small Business,"Phoenix, Arizona"
LS-16975,Lindsay Shagiari,lindsay_shagiari@example.com,Small Business,"Los Angeles, California"
LS-16975,Lindsay Shagiari,lindsay_shagiari@example.com,Small Business,"Los Angeles, California"
DW-13585,Dorothy Wardle,dorothy_wardle@example.com,Small Business,"Columbus, Ohio"
DW-13585,Dorothy Wardle,dorothy_wardle@example.com,Corporate,"Columbus, Ohio"
DW-13585,Dorothy Wardle,dorothy_wardle@example.com,Consumer,"Columbus, Ohio"
LC-16885,Lena Creighton,lena_creighton@example.com,Home Office,"Roseville, California"
LC-16885,Lena Creighton,lena_creighton@example.com,Home Office,"Roseville, California"
LC-16885,Lena Creighton,lena_creighton@example.com,Home Office,"Roseville, California"
LC-16885,Lena Creighton,lena_creighton@example.com,Home Office,"Roseville, California"
LC-16885,Lena Creighton,lena_creighton@example.com,Home Office,"Roseville, California"
LC-16885,Lena Creighton,lena_creighton@example.com,Small Business,"Roseville, California"
LC-16885,Lena Creighton,lena_creighton@example.com,Corporate,"Roseville, California"
JD-15895,Jonathan Doherty,jonathan_doherty@example.com,Corporate,"Philadelphia, Pennsylvania"
SH-19975,Sally Hughsby,sally_hughsby@example.com,Small Business,"San Francisco, California"
SH-19975,Sally Hughsby,sally_hughsby@example.com,Home Office,"San Francisco, California"
SH-19975,Sally Hughsby,sally_hughsby@example.com,Home Office,"San Francisco, California"
SG-20080,Sandra Glassco,sandra_glassco@example.com,Home Office,"Independence, Missouri"
HA-14920,Helen Andreada,helen_andreada@example.com,Corporate,"Pasadena, California"
MG-17680,Maureen Gastineau,maureen_gastineau@example.com,Corporate,"Newark, Ohio"
JE-16165,Justin Ellison,justin_ellison@example.com,Home Office,"Franklin, Wisconsin"
JE-16165,Justin Ellison,justin_ellison@example.com,Corporate,"Franklin, Wisconsin"
JE-16165,Justin Ellison,justin_ellison@example.com,Corporate,"Franklin, Wisconsin"
JE-16165,Justin Ellison,justin_ellison@example.com,Corporate,"Franklin, Wisconsin"
TW-21025,Tamara Willingham,tamara_willingham@example.com,Corporate,"Scottsdale, Arizona"
TW-21025,Tamara Willingham,tamara_willingham@example.com,Small Business,"Scottsdale, Arizona"
SP-20650,Stephanie Phelps,stephanie_phelps@example.com,Small Business,"San Jose, California"
SP-20650,Stephanie Phelps,stephanie_phelps@example.com,Corporate,"San Jose, California"
SP-20650,Stephanie Phelps,stephanie_phelps@example.com,Corporate,"San Jose, California"
NK-18490,Neil Knudson,neil_knudson@example.com,Corporate,"Seattle, Washington"
DB-13060,Dave Brooks,dave_brooks@example.com,Corporate,"Seattle, Washington"
NP-18670,Nora Paige,nora_paige@example.com,Corporate,"Edmond, Oklahoma"
NP-18670,Nora Paige,nora_paige@example.com,Small Business,"Edmond, Oklahoma"
TT-21070,Ted Trevino,ted_trevino@example.com,Consumer,"Los Angeles, California"
EM-13960,Eric Murdock,eric_murdock@example.com,Consumer,"Philadelphia, Pennsylvania"
RD-19900,Ruben Dartt,ruben_dartt@example.com,Home Office,"Carlsbad, New Mexico"
MJ-17740,Max Jones,max_jones@example.com,Small Business,"Seattle, Washington"
BM-11140,Becky Martin,becky_martin@example.com,Small Business,"San Antonio, Texas"
BM-11140,Becky Martin,becky_martin@example.com,Home Office,"San Antonio, Texas"
BM-11140,Becky Martin,becky_martin@example.com,Corporate,"San Antonio, Texas"
BM-11140,Becky Martin,becky_martin@example.com,Consumer,"San Antonio, Texas"
BM-11140,Becky Martin,becky_martin@example.com,Corporate,"San Antonio, Texas"
BM-11140,Becky Martin,becky_martin@example.com,Corporate,"San Antonio, Texas"
BM-11140,Becky Martin,becky_martin@example.com,Corporate,"San Antonio, Texas"
CS-12130,Chad Sievert,chad_sievert@example.com,Corporate,"Los Angeles, California"
CS-12130,Chad Sievert,chad_sievert@example.com,Corporate,"Los Angeles, California"
CS-12130,Chad Sievert,chad_sievert@example.com,Corporate,"Los Angeles, California"
JB-15400,Jennifer Braxton,jennifer_braxton@example.com,Corporate,"Chicago, Illinois"
JB-15400,Jennifer Braxton,jennifer_braxton@example.com,Small Business,"Chicago, Illinois"
SJ-20500,Shirley Jackson,shirley_jackson@example.com,Corporate,"Houston, Texas"
JE-15745,Joel Eaton,joel_eaton@example.com,Home Office,"Newark, Ohio"
JE-15745,Joel Eaton,joel_eaton@example.com,Corporate,"Newark, Ohio"
JK-15640,Jim Kriz,jim_kriz@example.com,Corporate,"New York City, New York"
DK-13150,David Kendrick,david_kendrick@example.com,Corporate,"Decatur, Illinois"
DK-13150,David Kendrick,david_kendrick@example.com,Small Business,"Decatur, Illinois"
RM-19675,Robert Marley,robert_marley@example.com,Home Office,"Monroe, Louisiana"
RM-19675,Robert Marley,robert_marley@example.com,Small Business,"Monroe, Louisiana"
RM-19675,Robert Marley,robert_marley@example.com,Small Business,"Monroe, Louisiana"
SK-19990,Sally Knutson,sally_knutson@example.com,Small Business,"Fairfield, Connecticut"
FM-14290,Frank Merwin,frank_merwin@example.com,Corporate,"Los Angeles, California"
AM-10360,Alice McCarthy,alice_mccarthy@example.com,Corporate,"Grand Prairie, Texas"
AM-10360,Alice McCarthy,alice_mccarthy@example.com,Consumer,"Grand Prairie, Texas"
MP-17470,Mark Packer,mark_packer@example.com,Home Office,"New York City, New York"
MP-17470,Mark Packer,mark_packer@example.com,Home Office,"New York City, New York"
MP-17470,Mark Packer,mark_packer@example.com,Consumer,"New York City, New York"
MP-17470,Mark Packer,mark_packer@example.com,Consumer,"New York City, New York"
MP-17470,Mark Packer,mark_packer@example.com,Corporate,"New York City, New York"
MZ-17515,Mary Zewe,mary_zewe@example.com,Small Business,"Redlands, California"
CB-12025,Cassandra Brandow,cassandra_brandow@example.com,Corporate,"Hamilton, Ohio"
CB-12025,Cassandra Brandow,cassandra_brandow@example.com,Corporate,"Hamilton, Ohio"
VM-21685,Valerie Mitchum,valerie_mitchum@example.com,Consumer,"Westfield, New Jersey"
FH-14365,Fred Hopkins,fred_hopkins@example.com,Corporate,"Philadelphia, Pennsylvania"
FH-14365,Fred Hopkins,fred_hopkins@example.com,Corporate,"Philadelphia, Pennsylvania"
MB-17305,Maria Bertelson,maria_bertelson@example.com,Home Office,"Akron, Ohio"
BS-11755,Bruce Stewart,bruce_stewart@example.com,Corporate,"Denver, Colorado"
BS-11755,Bruce Stewart,bruce_stewart@example.com,Home Office,"Denver, Colorado"
LC-17140,Logan Currie,logan_currie@example.com,Home Office,"Dallas, Texas"
HK-14890,Heather Kirkland,heather_kirkland@example.com,Home Office,"Franklin, Tennessee"
LE-16810,Laurel Elliston,laurel_elliston@example.com,Corporate,"Whittier, California"
JH-15985,Joseph Holt,joseph_holt@example.com,Small Business,"Saginaw, Michigan"
JH-15985,Joseph Holt,joseph_holt@example.com,Small Business,"Saginaw, Michigan"
JH-15985,Joseph Holt,joseph_holt@example.com,Small Business,"Saginaw, Michigan"
JH-15985,Joseph Holt,joseph_holt@example.com,Corporate,"Saginaw, Michigan"
JH-15985,Joseph Holt,joseph_holt@example.com,Corporate,"Saginaw, Michigan"
MS-17980,Michael Stewart,michael_stewart@example.com,Home Office,"Dallas, Texas"
VW-21775,Victoria Wilson,victoria_wilson@example.com,Small Business,"Medina, Ohio"
VW-21775,Victoria Wilson,victoria_wilson@example.com,Small Business,"Medina, Ohio"
VW-21775,Victoria Wilson,victoria_wilson@example.com,Home Office,"Medina, Ohio"
VW-21775,Victoria Wilson,victoria_wilson@example.com,Corporate,"Medina, Ohio"
VW-21775,Victoria Wilson,victoria_wilson@example.com,Corporate,"Medina, Ohio"
JH-15910,Jonathan Howell,jonathan_howell@example.com,Corporate,"Los Angeles, California"
JH-15910,Jonathan Howell,jonathan_howell@example.com,Small Business,"Los Angeles, California"
JB-15925,Joni Blumstein,joni_blumstein@example.com,Corporate,"Dublin, Ohio"
JB-15925,Joni Blumstein,joni_blumstein@example.com,Corporate,"Dublin, Ohio"
JB-15925,Joni Blumstein,joni_blumstein@example.com,Corporate,"Dublin, Ohio"
JB-15925,Joni Blumstein,joni_blumstein@example.com,Home Office,"Dublin, Ohio"
JB-15925,Joni Blumstein,joni_blumstein@example.com,Corporate,"Dublin, Ohio"
JB-15925,Joni Blumstein,joni_blumstein@example.com,Corporate,"Dublin, Ohio"
DS-13180,David Smith,david_smith@example.com,Corporate,"Detroit, Michigan"
DS-13180,David Smith,david_smith@example.com,Home Office,"Detroit, Michigan"
DS-13180,David Smith,david_smith@example.com,Home Office,"Detroit, Michigan"
VD-21670,Valerie Dominguez,valerie_dominguez@example.com,Small Business,"Columbia, Tennessee"
VD-21670,Valerie Dominguez,valerie_dominguez@example.com,Corporate,"Columbia, Tennessee"
EA-14035,Erin Ashbrook,erin_ashbrook@example.com,Home Office,"Charlotte, North Carolina"
CS-12400,Christopher Schild,christopher_schild@example.com,Home Office,"Tampa, Florida"
CS-12400,Christopher Schild,christopher_schild@example.com,Home Office,"Tampa, Florida"
CS-12400,Christopher Schild,christopher_schild@example.com,Corporate,"Tampa, Florida"
CS-12400,Christopher Schild,christopher_schild@example.com,Corporate,"Tampa, Florida"
CS-12400,Christopher Schild,christopher_schild@example.com,Corporate,"Tampa, Florida"
DB-13120,David Bremer,david_bremer@example.com,Corporate,"Santa Clara, California"
KL-16645,Ken Lonsdale,ken_lonsdale@example.com,Corporate,"Chicago, Illinois"
KL-16645,Ken Lonsdale,ken_lonsdale@example.com,Corporate,"Chicago, Illinois"
KL-16645,Ken Lonsdale,ken_lonsdale@example.com,Home Office,"Chicago, Illinois"
KL-16645,Ken Lonsdale,ken_lonsdale@example.com,Consumer,"Chicago, Illinois"
KL-16645,Ken Lonsdale,ken_lonsdale@example.com,Home Office,"Chicago, Illinois"
KL-16645,Ken Lonsdale,ken_lonsdale@example.com,Home Office,"Chicago, Illinois"
KL-16645,Ken Lonsdale,ken_lonsdale@example.com,Home Office,"Chicago, Illinois"
DW-13480,Dianna Wilson,dianna_wilson@example.com,Small Business,"Lakeville, Minnesota"
DW-13480,Dianna Wilson,dianna_wilson@example.com,Corporate,"Lakeville, Minnesota"
DW-13480,Dianna Wilson,dianna_wilson@example.com,Corporate,"Lakeville, Minnesota"
DW-13480,Dianna Wilson,dianna_wilson@example.com,Corporate,"Lakeville, Minnesota"
DW-13480,Dianna Wilson,dianna_wilson@example.com,Consumer,"Lakeville, Minnesota"
LH-17155,Logan Haushalter,logan_haushalter@example.com,Small Business,"San Francisco, California"
KC-16540,Kelly Collister,kelly_collister@example.com,Small Business,"San Diego, California"
KC-16540,Kelly Collister,kelly_collister@example.com,Corporate,"San Diego, California"
DL-13315,Delfina Latchford,delfina_latchford@example.com,Corporate,"New York City, New York"
DL-13315,Delfina Latchford,delfina_latchford@example.com,Corporate,"New York City, New York"
DR-12880,Dan Reichenbach,dan_reichenbach@example.com,Corporate,"Chicago, Illinois"
DR-12880,Dan Reichenbach,dan_reichenbach@example.com,Corporate,"Chicago, Illinois"
DR-12880,Dan Reichenbach,dan_reichenbach@example.com,Home Office,"Chicago, Illinois"
DR-12880,Dan Reichenbach,dan_reichenbach@example.com,Corporate,"Chicago, Illinois"
CC-12670,Craig Carreira,craig_carreira@example.com,Corporate,"New York City, New York"
CC-12670,Craig Carreira,craig_carreira@example.com,Corporate,"New York City, New York"
CC-12670,Craig Carreira,craig_carreira@example.com,Corporate,"New York City, New York"
Dl-13600,Dorris liebe,dorris_liebe@example.com,Corporate,"Pasadena, Texas"
SB-20290,Sean Braxton,sean_braxton@example.com,Consumer,"Houston, Texas"
SB-20290,Sean Braxton,sean_braxton@example.com,Corporate,"Houston, Texas"
RC-19825,Roy Collins,roy_collins@example.com,Small Business,"Chicago, Illinois"
AH-10210,Alan Hwang,alan_hwang@example.com,Corporate,"Brentwood, California"
CB-12535,Claudia Bergmann,claudia_bergmann@example.com,Small Business,"Chapel Hill, North Carolina"
PG-18895,Paul Gonzalez,paul_gonzalez@example.com,Consumer,"Morristown, New Jersey"
CA-12310,Christine Abelman,christine_abelman@example.com,Consumer,"Cincinnati, Ohio"
CA-12310,Christine Abelman,christine_abelman@example.com,Home Office,"Cincinnati, Ohio"
KH-16690,Kristen Hastings,kristen_hastings@example.com,Small Business,"San Francisco, California"
HA-14920,Helen Andreada,helen_andreada@example.com,Small Business,"San Francisco, California"
HA-14920,Helen Andreada,helen_andreada@example.com,Small Business,"San Francisco, California"
HA-14920,Helen Andreada,helen_andreada@example.com,Corporate,"San Francisco, California"
BB-10990,Barry Blumstein,barry_blumstein@example.com,Corporate,"Inglewood, California"
BB-10990,Barry Blumstein,barry_blumstein@example.com,Corporate,"Inglewood, California"
AG-10495,Andrew Gjertsen,andrew_gjertsen@example.com,Corporate,"Philadelphia, Pennsylvania"
AG-10495,Andrew Gjertsen,andrew_gjertsen@example.com,Small Business,"Philadelphia, Pennsylvania"
AG-10495,Andrew Gjertsen,andrew_gjertsen@example.com,Corporate,"Philadelphia, Pennsylvania"
AG-10495,Andrew Gjertsen,andrew_gjertsen@example.com,Home Office,"Philadelphia, Pennsylvania"
SC-20725,Steven Cartwright,steven_cartwright@example.com,Corporate,"Houston, Texas"
SC-20725,Steven Cartwright,steven_cartwright@example.com,Corporate,"Houston, Texas"
JO-15280,Jas O'Carroll,jas_o'carroll@example.com,Corporate,"Los Angeles, California"
TB-21520,Tracy Blumstein,tracy_blumstein@example.com,Corporate,"Portland, Oregon"
TB-21520,Tracy Blumstein,tracy_blumstein@example.com,Corporate,"Portland, Oregon"
TB-21520,Tracy Blumstein,tracy_blumstein@example.com,Corporate,"Portland, Oregon"
AH-10195,Alan Haines,alan_haines@example.com,Small Business,"Tamarac, Florida"
AH-10195,Alan Haines,alan_haines@example.com,Small Business,"Tamarac, Florida"
AH-10195,Alan Haines,alan_haines@example.com,Small Business,"Tamarac, Florida"
NZ-18565,Nick Zandusky,nick_zandusky@example.com,Home Office,"Columbus, Ohio"
NZ-18565,Nick Zandusky,nick_zandusky@example.com,Home Office,"Columbus, Ohio"
NZ-18565,Nick Zandusky,nick_zandusky@example.com,Corporate,"Columbus, Ohio"
NZ-18565,Nick Zandusky,nick_zandusky@example.com,Corporate,"Columbus, Ohio"
KL-16555,Kelly Lampkin,kelly_lampkin@example.com,Corporate,"Colorado Springs, Colorado"
KL-16555,Kelly Lampkin,kelly_lampkin@example.com,Corporate,"Colorado Springs, Colorado"
KL-16555,Kelly Lampkin,kelly_lampkin@example.com,Corporate,"Colorado Springs, Colorado"
KL-16555,Kelly Lampkin,kelly_lampkin@example.com,Small Business,"Colorado Springs, Colorado"
KL-16555,Kelly Lampkin,kelly_lampkin@example.com,Small Business,"Colorado Springs, Colorado"
JD-15895,Jonathan Doherty,jonathan_doherty@example.com,Corporate,"Belleville, New Jersey"
JD-15895,Jonathan Doherty,jonathan_doherty@example.com,Corporate,"Belleville, New Jersey"
JD-15895,Jonathan Doherty,jonathan_doherty@example.com,Corporate,"Belleville, New Jersey"
JD-15895,Jonathan Doherty,jonathan_doherty@example.com,Home Office,"Belleville, New Jersey"
JD-15895,Jonathan Doherty,jonathan_doherty@example.com,Corporate,"Belleville, New Jersey"
JH-15910,Jonathan Howell,jonathan_howell@example.com,Corporate,"Chicago, Illinois"
AS-10225,Alan Schoenberger,alan_schoenberger@example.com,Corporate,"New York City, New York"
KB-16600,Ken Brennan,ken_brennan@example.com,Corporate,"Taylor, Michigan"
CR-12625,Corey Roper,corey_roper@example.com,Corporate,"Lakewood, New Jersey"
CR-12625,Corey Roper,corey_roper@example.com,Corporate,"Lakewood, New Jersey"
SH-20395,Shahid Hopkins,shahid_hopkins@example.com,Corporate,"Arlington, Virginia"
BP-11185,Ben Peterman,ben_peterman@example.com,Corporate,"Arvada, Colorado"
BP-11185,Ben Peterman,ben_peterman@example.com,Corporate,"Arvada, Colorado"
BP-11185,Ben Peterman,ben_peterman@example.com,Corporate,"Arvada, Colorado"
BP-11185,Ben Peterman,ben_peterman@example.com,Corporate,"Arvada, Colorado"
TS-21205,Thomas Seio,thomas_seio@example.com,Home Office,"Hackensack, New Jersey"
AG-10525,Andy Gerbode,andy_gerbode@example.com,Home Office,"Saint Petersburg, Florida"
AG-10525,Andy Gerbode,andy_gerbode@example.com,Home Office,"Saint Petersburg, Florida"
SP-20860,Sung Pak,sung_pak@example.com,Corporate,"Philadelphia, Pennsylvania"
NM-18445,Nathan Mautz,nathan_mautz@example.com,Corporate,"New York City, New York"
NM-18445,Nathan Mautz,nathan_mautz@example.com,Corporate,"New York City, New York"
NM-18445,Nathan Mautz,nathan_mautz@example.com,Corporate,"New York City, New York"
NM-18445,Nathan Mautz,nathan_mautz@example.com,Home Office,"New York City, New York"
